gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
S100a1,9996.195923696303,4.561562163162283,0.4781139272074321,9.540743123308404,1.4181244551010802e-21,1.2282375905630455e-18
Itgb1,17256.035230022786,-1.725704166579149,0.18121370618494823,-9.523033345048862,1.6819636608596825e-21,1.3873797396862581e-18
Ppp1r15a,12328.576056639513,-4.363179725351273,0.45876248710520046,-9.510759593451102,1.8927534808261172e-21,1.490285263403182e-18
Adamts1,15274.249836533249,-6.569943256548295,0.7030907327035293,-9.344374702942684,9.243402447298828e-21,6.961487704004797e-18
Nkg7,1908.9373039197835,8.458549950246704,0.912691460850994,9.26769923141381,1.902043726285577e-20,1.3728000594466154e-17
Hba-a1,2984.810425469284,4.775906993555544,0.5193286123877225,9.196310158220065,3.7045225449648155e-20,2.5667895809552215e-17
Ier2,18128.119224452264,-4.318101305974125,0.471140827324682,-9.165202961700341,4.945382341524111e-20,3.294765881533872e-17
Pcdhga8,2081.337941338637,3.8694106049258616,0.42545637112051166,9.094729489501148,9.48222197055107e-20,6.083372184217986e-17
Tpra1,3629.0447222478383,1.9252832953436958,0.21201768864689985,9.080767305930385,1.0781209146942552e-19,6.669718030119246e-17
Ier3,5845.2278392439885,-4.088093517753354,0.4570574222709394,-8.944376173657169,3.7405648103126705e-19,2.2342780566977956e-16
Bhlhe40,11114.809791804037,-3.1847795419496934,0.35652109544602967,-8.932934355442109,4.148558494628159e-19,2.3953776747982986e-16
Nfkbia,12183.887446397004,-2.16959513613394,0.24377313304253947,-8.900058464422065,5.581727812465724e-19,3.118925457017138e-16
Csrnp1,5598.977076531715,-8.620550535808054,0.9726359829012086,-8.863080008714473,7.783368115318231e-19,4.2132344529232003e-16
Fos,90140.50723539184,-8.96485996954495,1.0188015982925944,-8.799416868376653,1.3752890674787839e-18,7.219017341474998e-16
RP24-152F23.2,899.756999017075,3.516044367597577,0.4008032793392933,8.772494011011144,1.7475181522075676e-18,8.903091009570437e-16
Tnfaip2,8864.562444143274,3.038638589954052,0.34724347898573205,8.750743423115246,2.119517780113741e-18,1.0489796282037205e-15
Tsix,3179.7560363214375,3.7242976375600882,0.42597316216079656,8.743033525089166,2.2693330950944993e-18,1.0624158884655923e-15
NCBP2-AS2,2591.9757670153517,1.587821411958966,0.18158222196269697,8.744366022160238,2.2427132307585405e-18,1.0624158884655923e-15
Dalrd3,2327.1453718250355,1.9680346746776898,0.22553302875397957,8.72614838523053,2.6349291147165483e-18,1.2011116348715804e-15
Cd3g,723.5672497757209,9.3994117063254,1.0778171287648266,8.720785238491322,2.7627902245862668e-18,1.2271039043662387e-15
Smek1,2656.213549480465,-2.200246826166762,0.2535407508926822,-8.678079631854033,4.025071895856445e-18,1.7430573845006337e-15
Slc38a10,5692.765508618574,-2.3913795792984613,0.27641689768845246,-8.651350909790501,5.089334808777276e-18,2.1501818916497553e-15
Scube1,467.0457238366628,-8.487248163902505,0.9844719678561163,-8.6211171480943,6.63040340695457e-18,2.734567805125406e-15
Ankrd13c,1718.4538970090307,-1.976303534910254,0.22973761424334577,-8.602437791562018,7.804045538609829e-18,3.143759926041848e-15
Kcnq1ot1,2370.8060654372125,3.5119311867465144,0.4085674582215648,8.59571930185885,8.274483909335209e-18,3.2575138699432837e-15
D330041H03Rik,332.9251752258254,4.1692992461916445,0.4897891676873455,8.512436618143209,1.7031586485734205e-17,6.55602535790862e-15
Hbb-bs,6764.329595553802,4.604611673261133,0.5464118721021969,8.426997853370068,3.5464635987763423e-17,1.335474836043561e-14
Ubc,108780.84388768279,-2.1889112594623295,0.2606833683200854,-8.396819764790788,4.587333490560089e-17,1.6554539734058722e-14
Klf2,8449.463803045839,-2.8894090785553637,0.3440179760681253,-8.399006097237137,4.502734381537409e-17,1.6554539734058722e-14
Gm26377,840.8217483712559,2.5072633370741797,0.2988952400598437,8.388435147284998,4.926557127043925e-17,1.7415882154011198e-14
Top2b,3500.692825001275,-2.32372397881872,0.27873994752772546,-8.336530158052017,7.650231138976967e-17,2.6503460757871807e-14
Nfkbiz,4491.010908641005,-4.883802784580002,0.5865750713776438,-8.325963756198826,8.364539573954886e-17,2.8409912647067947e-14
Fabp5,30944.084904238596,4.830693193932541,0.5838858346215133,8.27335226768071,1.3024415524653586e-16,4.338633186885566e-14
Pisd-ps1,3629.53996757815,3.0777706238398794,0.37228886809168593,8.26715727390994,1.3719092894546543e-16,4.48381371923274e-14
Gm21847,1173.941964427476,3.503098964948191,0.4247347140769088,8.247734053388129,1.6142611975145581e-16,5.178191196916144e-14
Hbb-bt,1460.3027641337073,4.81644814185361,0.5853966587586644,8.227665924959163,1.9089659877937186e-16,6.012201607375053e-14
1190002N15Rik,3187.8720717037763,-3.019043593607735,0.3706191160658142,-8.145946775912163,3.7632564670251683e-16,1.1640558664608923e-13
Sesn3,145.44392546812688,-8.050556781462001,0.9922785223081461,-8.113202695081563,4.9302728068948e-16,1.4982839572110828e-13
Acp5,5242.882787371286,3.8732622775303667,0.48059709397769756,8.059271115172637,7.675070504706544e-16,2.292199504871151e-13
4933427J07Rik,302.69589145001413,3.9797827598616036,0.49446490682294736,8.048665749471764,8.370149663401702e-16,2.4574191943973607e-13
Speer4b,219.03217426112178,4.9796400747425364,0.6208820133161648,8.020267889781518,1.05514792016233e-15,3.0462120455086465e-13
Ccl5,2331.1257439668784,7.4288537744526915,0.928135026116132,8.00406575058311,1.2037706173862166e-15,3.4183138744859087e-13
Pisd-ps2,1027.262411360207,3.0431032725237217,0.380700076509791,7.9934401390787695,1.312246105499825e-15,3.6662462966883815e-13
Gm20631,156.06754053509187,4.544690646789668,0.5695395092561697,7.979588023182321,1.4682251020216232e-15,4.0369198757489777e-13
Cd3e,484.692842974273,7.76715665540287,0.981384691312881,7.914487279205558,2.4827410379584793e-15,6.635314580071669e-13
Rps12-ps3,5399.155382600554,2.5264935798150994,0.31923830302021683,7.914130465901834,2.489870960077696e-15,6.635314580071669e-13
Iars2,2715.1427389901637,-1.6585503535293038,0.2099690121090142,-7.899024417318294,2.8109481803234665e-15,7.377461269630771e-13
Dusp1,22908.621123582405,-5.427851096089613,0.6875359523336602,-7.894643294894177,2.911467163026725e-15,7.527228984768497e-13
